AP_ICAO,AP_Name,AP_IATA,AP_Country,AP_LatLong,AP_Municipality,AP_Type,AP_AltitudeFt,AP_RunwayLenM,AP_Passengers,AP_MoreInfoLink,AP_URLHome
KGTR,Golden Triangle Regional Airport,GTR,US,"N332654,W0883529",Columbus/W Point/Starkville,A,264,NULL,82280,https://en.wikipedia.org/wiki/Golden_Triangle_Regional_Airport,http://www.gtra.com/
MMCV,General Pedro J. MÃ©ndez International Airport,CVM,MX,"N234214,W0985723",Ciudad Victoria,A,761,2200,82248,https://en.wikipedia.org/wiki/General_Pedro_J._MÃ©ndez_International_Airport,http://flyto.mx/en/flyto/Aeropuerto_Internacional_de_Ciudad_Victoria
ESOK,Karlstad Airport,KSD,SE,"N592641,E0132015",Karlstad,A,352,2516,81884,https://en.wikipedia.org/wiki/Karlstad_Airport,http://ksdarprt.se/
VVDB,Dien Bien Phu Airport,DIN,VN,"N212350,E1030029",Dien Bien Phu,A,1611,1830,81564,https://en.wikipedia.org/wiki/Dien_Bien_Phu_Airport,NULL
KVLD,Valdosta Regional Airport,VLD,US,"N304653,W0831634",Valdosta,A,203,2439,80550,https://en.wikipedia.org/wiki/Valdosta_Regional_Airport,http://www.flyvaldosta.com/
KSPS,Wichita Falls Municipal Airport,SPS,US,"N335920,W0982931",Wichita Falls,A,1019,NULL,80330,https://en.wikipedia.org/wiki/Wichita_Falls_Municipal_Airport,http://flywichitafalls.net/municipal-airport/
KSMX,Santa Maria Public Airport,SMX,US,"N345356,W1202725",Santa Maria,A,261,2440,80240,https://en.wikipedia.org/wiki/Santa_Maria_Public_Airport,http://santamariaairport.com/
NWWR,La Roche,MEE,NC,"S212854,E1680215",MarÃ©,A,141,NULL,80142,NULL,NULL
SBCZ,Cruzeiro do Sul International Airport,CZS,BR,"S073558,W0724610",Cruzeiro Do Sul,A,637,2400,80081,https://en.wikipedia.org/wiki/Cruzeiro_do_Sul_International_Airport,http://www.infraero.com.br/index.php/br/aeroportos/acre/aeroporto-cruzeiro-do-sul.html
LTBY,Anadolu Airport,AOE,TR,"N394836,E0303110",EskiÅŸehir,A,2588,3000,80048,https://en.wikipedia.org/wiki/Anadolu_Airport,NULL
KTWF,Magic Valley Regional Airport,TWF,US,"N422854,W1142917",Twin Falls,A,4154,NULL,77738,https://en.wikipedia.org/wiki/Magic_Valley_Regional_Airport,http://www.tfid.org/?NID=136
VTPO,Sukhothai Airport,THS,TH,"N171416,E0994905",NULL,A,179,2100,76680,https://en.wikipedia.org/wiki/Sukhothai_Airport,NULL
KDBQ,Dubuque Regional Airport,DBQ,US,"N422407,W0904234",Dubuque,A,1077,NULL,75908,https://en.wikipedia.org/wiki/Dubuque_Regional_Airport,http://www.flydbq.com
LGML,Milos Island National Airport,MLO,GR,"N364149,E0242837",Milos Island,A,10,1030,75556,https://en.wikipedia.org/wiki/Milos_Island_National_Airport,NULL
KSGU,St. George Regional Airport,SGU,US,"N370211,W1133036",St George,A,2884,2835,75192,https://en.wikipedia.org/wiki/St._George_Regional_Airport,http://www.flysgu.com/
ENST,SandnessjÃ¸en Airport Stokka,SSJ,NO,"N655724,E0122808",Alstahaug,A,56,1086,73859,https://en.wikipedia.org/wiki/SandnessjÃ¸en_Airport_Stokka,NULL
NTTG,Rangiroa Airport,RGI,PF,"S145723,W1473932",NULL,A,7,2100,73490,https://en.wikipedia.org/wiki/Rangiroa_Airport,NULL
PAKN,King Salmon Airport,AKN,US,"N584035,W1563856",King Salmon,A,73,NULL,73434,https://en.wikipedia.org/wiki/King_Salmon_Airport,NULL
UKLN,Chernivtsi International Airport,CWC,UA,"N481532,E0255852",Chernivtsi,A,797,2200,73075,https://en.wikipedia.org/wiki/Chernivtsi_International_Airport,http://www.airport.cv.ua/index.php?lang=3
KSUX,Sioux Gateway Airport,SUX,US,"N422409,W0962304",Sioux City,A,1098,NULL,72826,https://en.wikipedia.org/wiki/Sioux_Gateway_Airport,http://www.flysux.com
EKSB,SÃ¸nderborg Airport,SGD,DK,"N545752,E0094730",SÃ¸nderborg,A,24,1797,72215,https://en.wikipedia.org/wiki/SÃ¸nderborg_Airport,http://www.eksb.dk/
KBQK,Brunswick Golden Isles Airport,BQK,US,"N311532,W0812759",Brunswick,A,26,2439,72108,https://en.wikipedia.org/wiki/Brunswick_Golden_Isles_Airport,http://flygcairports.com/
EFJY,JyvÃ¤skylÃ¤ Airport,JYV,FI,"N622403,E0254022",JyvÃ¤skylÃ¤n Maalaiskunta,A,459,2601,72079,https://en.wikipedia.org/wiki/JyvÃ¤skylÃ¤_Airport,http://www.finavia.fi/airport_jyvaskyla
FMEP,Pierrefonds Airport,ZSE,RE,"S211918,E0552532",St Pierre,A,60,2100,71625,https://en.wikipedia.org/wiki/Pierrefonds_Airport,http://www.grandsudreunion.org/FR2004/aeroport.php
LFSL,Brive-Souillac Airport,BVE,FR,"N450223,E0012908",St Dizier,A,1016,2100,71461,https://en.wikipedia.org/wiki/Brive-Souillac_Airport,http://aeroport-brive-vallee-dordogne.com
DAAT,Aguenar - Hadj Bey Akhamok Airport,TMR,DZ,"N224840,E0052700",Tamanrasset,A,4518,3600,70515,https://en.wikipedia.org/wiki/Aguenar_-_Hadj_Bey_Akhamok_Airport,http://www.bea.aero/docspa/2003/7t-z030306a/pdf/7t-z030306a.pdf
KPUW,Pullman-Moscow Regional Airport,PUW,US,"N464438,W1170632",Pullman/Moscow,A,2556,NULL,70496,https://en.wikipedia.org/wiki/Pullman-Moscow_Regional_Airport,http://flypuw.com
EKEB,Esbjerg Airport,EBJ,DK,"N553133,E0083312",Esbjerg,A,97,2599,70307,https://en.wikipedia.org/wiki/Esbjerg_Airport,http://www.esbjerg-lufthavn.dk/en/
ENMS,MosjÃ¸en Airport KjÃ¦rstad,MJF,NO,"N654702,E0131254",NULL,A,240,1019,70094,https://en.wikipedia.org/wiki/MosjÃ¸en_Airport_KjÃ¦rstad,https://avinor.no/en/airport/mosjoen-airport/
KDIK,Dickinson Theodore Roosevelt Regional Airport,DIK,US,"N464750,W1024807",Dickinson,A,2592,1950,69958,https://en.wikipedia.org/wiki/Dickinson_Theodore_Roosevelt_Regional_Airport,http://www.dickinsonairport.com/
KHDN,Yampa Valley Airport,HDN,US,"N402852,W1071305",Hayden,A,6606,NULL,69958,https://en.wikipedia.org/wiki/Yampa_Valley_Airport,NULL
KLUK,Cincinnati Municipal Lunken Airport,LUK,US,"N390612,W0842507",Cincinnati,A,483,1159,69380,https://en.wikipedia.org/wiki/Cincinnati_Municipal_Lunken_Airport,NULL
KPIH,Pocatello Regional Airport,PIH,US,"N425435,W1123546",Pocatello,A,4452,NULL,68924,https://en.wikipedia.org/wiki/Pocatello_Regional_Airport,http://www.iflypocatello.com
WMKM,Malacca International Airport,MKZ,MY,"N021547,E1021511",Malacca,A,40,2135,68703,https://en.wikipedia.org/wiki/Malacca_International_Airport,NULL
EFKK,Kokkola-Pietarsaari Airport,KOK,FI,"N634313,E0230821",Kokkola / Kruunupyy,A,84,2500,68636,https://en.wikipedia.org/wiki/Kokkola-Pietarsaari_Airport,http://www.kokkola-pietarsaariairport.fi/
KABY,Southwest Georgia Regional Airport,ABY,US,"N312730,W0841130",Albany,A,196,NULL,68452,https://en.wikipedia.org/wiki/Southwest_Georgia_Regional_Airport,http://www.albany.ga.us/content/1798/2879/2935/default.aspx
GMMI,Essaouira-Mogador Airport,ESU,MA,"N312351,W0094054",Essaouira,A,384,2100,67977,https://en.wikipedia.org/wiki/Essaouira-Mogador_Airport,NULL
KBFI,Boeing Field,BFI,US,"N473148,W1221807",Seattle,A,21,NULL,67312,https://en.wikipedia.org/wiki/Boeing_Field,http://www.kingcounty.gov/transportation/kcdot/Airport.aspx
LDOS,Osijek Airport,OSI,HR,"N452746,E0184837",Osijek,A,291,2500,67235,https://en.wikipedia.org/wiki/Osijek_Airport,http://www.osijek-airport.hr/en/
PADL,Dillingham Airport,DLG,US,"N590241,W1583022",Dillingham,A,81,NULL,67232,https://en.wikipedia.org/wiki/Dillingham_Airport,NULL
KTXK,Texarkana Regional Airport,TXK,US,"N332713,W0935928",Texarkana,A,390,NULL,67130,https://en.wikipedia.org/wiki/Texarkana_Regional_Airport,http://txkairport.com
EFKE,Kemi-Tornio Airport,KEM,FI,"N654645,E0243505",Kemi / Tornio,A,61,2503,66800,https://en.wikipedia.org/wiki/Kemi-Tornio_Airport,http://www.finavia.fi/airports/airport_kemitornio
KGCC,Gillette-Campbell County Airport,GCC,US,"N442056,W1053220",Gillette,A,4364,NULL,65428,https://en.wikipedia.org/wiki/Gillette-Campbell_County_Airport,http://www.iflygillette.com
KROW,Roswell International Air Center,ROW,US,"N331806,W1043152",Roswell,A,3671,3963,65232,https://en.wikipedia.org/wiki/Roswell_International_Air_Center,http://www.roswell-nm.gov/aircenter.htm
EGHC,Land's End Airport,LEQ,GB,"N500610,W0054014",Land's End,A,401,784,64216,https://en.wikipedia.org/wiki/Land's_End_Airport,http://www.landsendairport.co.uk
VVTH,Dong Tac Airport,TBB,VN,"N130258,E1092002",Tuy Hoa,A,20,2902,64037,https://en.wikipedia.org/wiki/Dong_Tac_Airport,NULL
MMMA,General Servando Canales International Airport,MAM,MX,"N254612,W0973131",Matamoros,A,25,2300,63817,https://en.wikipedia.org/wiki/General_Servando_Canales_International_Airport,NULL
MPSM,RÃ­o Hato Airport,RIH,PA,"N082233,W0800740",NULL,A,105,2450,63728,https://en.wikipedia.org/wiki/RÃ­o_Hato_Airport,NULL
MMPA,El TajÃ­n National Airport,PAZ,MX,"N203609,W0972739",Poza Rica,A,497,1800,63576,https://en.wikipedia.org/wiki/El_TajÃ­n_National_Airport,NULL
VTCH,Mae Hong Son Airport,HGN,TH,"N191804,E0975829",NULL,A,929,2000,63328,https://en.wikipedia.org/wiki/Mae_Hong_Son_Airport,NULL
PADU,Unalaska Airport,DUT,US,"N535356,W1663242",Unalaska,A,22,NULL,62110,https://en.wikipedia.org/wiki/Unalaska_Airport,NULL
KHYA,Barnstable Municipal Airport,HYA,US,"N414010,W0701649",Hyannis,A,55,1654,62054,https://en.wikipedia.org/wiki/Barnstable_Municipal_Airport,http://www.town.barnstable.ma.us/airport/
LGST,Sitia Public Airport,JSH,GR,"N351258,E0260605",Crete Island,A,376,2074,61877,https://en.wikipedia.org/wiki/Sitia_Public_Airport,NULL
KGUC,Gunnison-Crested Butte Regional Airport,GUC,US,"N383202,W1065559",Gunnison,A,7680,NULL,61560,https://en.wikipedia.org/wiki/Gunnison-Crested_Butte_Regional_Airport,NULL
MDCY,SamanÃ¡ El Catey International Airport,AZS,DO,"N191612,W0694415",Samana,A,12,3000,61400,https://en.wikipedia.org/wiki/SamanÃ¡_El_Catey_International_Airport,http://www.aerodom.com/app/do/aeropuertos_samana.aspx
UKWW,Havryshivka Vinnytsia International Airport,VIN,UA,"N491423,E0283650",Vinnitsa,A,3196,2500,60873,https://en.wikipedia.org/wiki/Havryshivka_Vinnytsia_International_Airport,http://www.airvinnitsa.com
KPVU,Provo Municipal Airport,PVU,US,"N401309,W1114323",Provo,A,4497,2621,60180,https://en.wikipedia.org/wiki/Provo_Municipal_Airport,http://flyprovo.com
WBMU,Mulu Airport,MZV,MY,"N040302,E1144832",Mulu,A,80,1500,60074,https://en.wikipedia.org/wiki/Mulu_Airport,NULL
RPMS,Surigao Airport,SUG,PH,"N094527,E1252844",Surigao City,A,20,1708,59945,https://en.wikipedia.org/wiki/Surigao_Airport,NULL
ENNA,Lakselv Airport Banak,LKL,NO,"N700400,E0245826",Lakselv,A,25,2788,59604,https://en.wikipedia.org/wiki/Lakselv_Airport_Banak,http://www.avinor.no/en/airport/lakselv
ENAN,AndÃ¸ya Airport Andenes,ANX,NO,"N691733,E0160839",Andenes,A,43,1672,59512,https://en.wikipedia.org/wiki/AndÃ¸ya_Airport_Andenes,https://avinor.no/en/airport/andoya-airport/
LKPD,Pardubice Airport,PED,CZ,"N500048,E0154419",Pardubice,A,741,2500,59260,https://en.wikipedia.org/wiki/Pardubice_Airport,http://www.airport-pardubice.cz/?lang=en
DAOR,Boudghene Ben Ali Lotfi Airport,CBH,DZ,"N313917,W0021540",BÃ©char,A,2661,3732,59165,https://en.wikipedia.org/wiki/Boudghene_Ben_Ali_Lotfi_Airport,NULL
KBTM,Bert Mooney Airport,BTM,US,"N455717,W1122949",Butte,A,5550,2744,58980,https://en.wikipedia.org/wiki/Bert_Mooney_Airport,http://www.butteairport.com/
KALW,Walla Walla Regional Airport,ALW,US,"N460541,W1181720",Walla Walla,A,1194,NULL,58128,https://en.wikipedia.org/wiki/Walla_Walla_Regional_Airport,http://www.wallawallaairport.com/
YSNF,Norfolk Island Airport,NLK,NF,"S290233,E1675617",Burnt Pine,A,371,1950,57758,https://en.wikipedia.org/wiki/Norfolk_Island_Airport,http://www.airport.gov.nf/
ZMKB,Khanbumbat Airport,NULL,MN,"N430837,E1065038",NULL,A,3924,3250,57597,https://en.wikipedia.org/wiki/Khanbumbat_Airport,http://ot.mn/
TJRV,JosÃ© Aponte de la Torre Airport,NRR,PR,"N181443,W0653836",Ceiba,A,38,3353,57346,https://en.wikipedia.org/wiki/JosÃ©_Aponte_de_la_Torre_Airport,NULL
KCOD,Yellowstone Regional Airport,COD,US,"N443113,W1090126",Cody,A,5102,2520,57102,https://en.wikipedia.org/wiki/Yellowstone_Regional_Airport,http://www.flyyra.com
KSGJ,Northeast Florida Regional Airport,UST,US,"N295733,W0812023",St Augustine,A,10,2439,56924,https://en.wikipedia.org/wiki/Northeast_Florida_Regional_Airport,http://www.flynfra.com
SBSJ,SÃ£o JosÃ© dos Campos Airport,SJK,BR,"S231344,W0455216",SÃ£o JosÃ© Dos Campos,A,2120,2676,56759,https://en.wikipedia.org/wiki/SÃ£o_JosÃ©_dos_Campos_Airport,http://www.infraero.com.br/index.php/br/aeroportos/sao-paulo/aeroporto-de-sao-jose-dos-campos.html
HCMH,Hargeisa International Airport,HGA,SO,"N093106,E0440520",Hargeisa,A,4423,3700,56000,https://en.wikipedia.org/wiki/Hargeisa_International_Airport,NULL
KHVN,Tweed New Haven Airport,HVN,US,"N411550,W0725312",New Haven,A,12,NULL,55822,https://en.wikipedia.org/wiki/Tweed_New_Haven_Airport,http://www.flytweed.com
UBBQ,Qabala International Airport,GBB,AZ,"N404936,E0474245",Gabala,A,NULL,3600,55651,https://en.wikipedia.org/wiki/Qabala_International_Airport,http://airport.airlines-inform.com/Gabala.html
WBGJ,Limbang Airport,LMN,MY,"N044829,E1150036",Limbang,A,14,1500,55437,https://en.wikipedia.org/wiki/Limbang_Airport,NULL
EFMA,Mariehamn Airport,MHQ,AX,"N600719,E0195347",NULL,A,17,1903,54640,https://en.wikipedia.org/wiki/Mariehamn_Airport,http://www.finavia.fi/airport_mariehamn
KHGR,Hagerstown Regional Airport,HGR,US,"N394231,W0774335",Hagerstown,A,703,2134,54548,https://en.wikipedia.org/wiki/Hagerstown_Regional_Airport,http://www.flyhagerstown.com
KALO,Waterloo Regional Airport,ALO,US,"N423325,W0922401",Waterloo,A,873,2560,54138,https://en.wikipedia.org/wiki/Waterloo_Regional_Airport,http://www.flyalo.com/
KGCK,Garden City Regional Airport,GCK,US,"N375539,W1004326",Garden City,A,2891,2225,53650,https://en.wikipedia.org/wiki/Garden_City_Regional_Airport,http://www.fly2gck.com
EGJA,Alderney Airport,ACI,GB,"N494224,W0021252",Saint Anne,A,290,877,53343,https://en.wikipedia.org/wiki/Alderney_Airport,http://alderney.gov.gg/article/4153/Airport
RPUV,Virac Airport,VRC,PH,"N133435,E1241222",Virac,A,121,1886,53265,https://en.wikipedia.org/wiki/Virac_Airport,NULL
KBPT,Jack Brooks Regional Airport,BPT,US,"N295703,W0940114",Beaumont/Port Arthur,A,15,2057,53036,https://en.wikipedia.org/wiki/Jack_Brooks_Regional_Airport,http://flysetx.com
GMMZ,Ouarzazate Airport,OZZ,MA,"N305621,W0065434",Ouarzazate,A,3782,3000,52791,https://en.wikipedia.org/wiki/Ouarzazate_Airport,NULL
ESNX,Arvidsjaur Airport,AJR,SE,"N653525,E0191655",Arvidsjaur,A,1245,2500,52681,https://en.wikipedia.org/wiki/Arvidsjaur_Airport,http://www.arvidsjaur-flygplats.se/?lang=en
KRKS,Rock Springs-Sweetwater County Airport,RKS,US,"N413539,W1090354",Rock Springs,A,6765,NULL,51082,https://en.wikipedia.org/wiki/Rock_Springs-Sweetwater_County_Airport,http://www.rockspringsairport.com/
KPLN,Pellston Regional Airport,PLN,US,"N453415,W0844748",Pellston,A,720,1985,50994,https://en.wikipedia.org/wiki/Pellston_Regional_Airport,http://www.pellstonairport.com
KCMX,Houghton County Memorial Airport,CMX,US,"N471006,W0882921",Hancock,A,1095,1981,50878,https://en.wikipedia.org/wiki/Houghton_County_Memorial_Airport,http://www.houghtoncounty.org/
RPUH,San Jose Airport (Mindoro),SJI,PH,"N122141,E1210249",San Jose,A,14,1836,50846,https://en.wikipedia.org/wiki/San_Jose_Airport_(Mindoro),NULL
LTBQ,Cengiz Topel Naval Air Station,KCO,TR,"N404406,E0300500",NULL,A,182,3000,49242,https://en.wikipedia.org/wiki/Cengiz_Topel_Naval_Air_Station,NULL
KPSM,Portsmouth International Airport at Pease,PSM,US,"N430441,W0704924",Portsmouth,A,100,3451,48816,https://en.wikipedia.org/wiki/Portsmouth_International_Airport_at_Pease,http://www.flyportsmouthairport.com
KOWB,Owensboro-Daviess County Regional Airport,OWB,US,"N374420,W0871001",Owensboro,A,407,2438,47074,https://en.wikipedia.org/wiki/Owensboro-Daviess_County_Regional_Airport,http://www.owb.net
PALH,Lake Hood Strip,NULL,US,"N611054,W1495758",Anchorage,S,73,671,46764,https://en.wikipedia.org/wiki/Lake_Hood_Strip,NULL
KIPT,Williamsport Regional Airport,IPT,US,"N411430,W0765518",Williamsport,A,528,NULL,46742,https://en.wikipedia.org/wiki/Williamsport_Regional_Airport,http://www.flyipt.com/
KJLN,Joplin Regional Airport,JLN,US,"N370906,W0942954",Joplin,A,981,NULL,46658,https://en.wikipedia.org/wiki/Joplin_Regional_Airport,http://jlnairport.com
KBJI,Bemidji Regional Airport,BJI,US,"N473039,W0945605",Bemidji,A,1391,2134,45638,https://en.wikipedia.org/wiki/Bemidji_Regional_Airport,http://www.bemidjiairport.org/
DAUG,NoumÃ©rat - Moufdi Zakaria Airport,GHA,DZ,"N322300,E0034750",GhardaÃ¯a,A,1512,3100,45022,https://en.wikipedia.org/wiki/NoumÃ©rat_-_Moufdi_Zakaria_Airport,NULL
KGGG,East Texas Regional Airport,GGG,US,"N322302,W0944241",Longview,A,365,NULL,44960,https://en.wikipedia.org/wiki/East_Texas_Regional_Airport,http://www.flyggg.com/
ESGT,TrollhÃ¤ttan-VÃ¤nersborg Airport,THN,SE,"N581927,E0122011",TrollhÃ¤ttan,A,137,1710,44662,https://en.wikipedia.org/wiki/TrollhÃ¤ttan-VÃ¤nersborg_Airport,http://www.fyrstadsflyget.se
LGIK,Ikaria Island National Airport,JIK,GR,"N374058,E0262050",Ikaria Island,A,79,1381,44303,https://en.wikipedia.org/wiki/Ikaria_Island_National_Airport,NULL
RPVC,Calbayog Airport,CYP,PH,"N120422,E1243242",Calbayog City,A,12,2100,44085,https://en.wikipedia.org/wiki/Calbayog_Airport,NULL
KMLB,Orlando Melbourne International Airport,MLB,US,"N280610,W0803843",Melbourne,A,33,3103,44072,https://en.wikipedia.org/wiki/Orlando_Melbourne_International_Airport,http://www.mlbair.com/
PAPG,Petersburg James A. Johnson Airport,PSG,US,"N564805,W1325646",Petersburg,A,113,1951,43792,https://en.wikipedia.org/wiki/Petersburg_James_A._Johnson_Airport,NULL
KMMH,Mammoth Yosemite Airport,MMH,US,"N373727,W1185020",Mammoth Lakes,A,7135,2134,43652,https://en.wikipedia.org/wiki/Mammoth_Yosemite_Airport,NULL
SGES,GuaranÃ­ International Airport,AGT,PY,"S252719,W0545036",Ciudad del Este,A,846,3400,43622,https://en.wikipedia.org/wiki/GuaranÃ­_International_Airport,NULL
LFCK,Castres-Mazamet Airport,DCM,FR,"N433318,E0021726",Castres/Mazamet,A,785,1825,43493,https://en.wikipedia.org/wiki/Castres-Mazamet_Airport,NULL
ENNM,Namsos Airport HÃ¸knesÃ¸ra,OSY,NO,"N642800,E0113600",Namsos,A,8,935,42934,https://en.wikipedia.org/wiki/Namsos_Airport_HÃ¸knesÃ¸ra,https://avinor.no/en/airport/namsos-airport/
KEAU,Chippewa Valley Regional Airport,EAU,US,"N445157,W0912903",Eau Claire,A,913,2469,42608,https://en.wikipedia.org/wiki/Chippewa_Valley_Regional_Airport,http://www.chippewavalleyairport.com/
